"I was only able to play the front 9; my wrist was hurting too much to finish, which is a big deal because I live in IL, and was returning from LA and stopped here specifically to play the TPC. Oh well.

I was a single, and got paired with another. The course was pretty open, but we took our time and enjoyed the round. The front nine, although rarely shown on TV, is quite nice. Definitely challenging enough, and I didn't even play the back tees.

It was fairly easy to get on, the bar had pretty good food for a clubhouse, and the staff were very helpful. Definitely recommend the TPC.",high
"Love this place. Actually, today was awesome, because they usually only offer the ""express dozen"" through the drive thru, and the kids didn't want to go in, so the dude behind the speaker actually fulfilled my order as I wanted.

The only thing that bugs the hell out of me is that they charge for 2 donuts when you get a long john. :-(",high
"I have to admit that I find myself thinking that I like mine tall dark and Russian. 

 It's nice to have a coffee shop near by that's not Starbucks, has good coffee and reasonable prices.  So far I just stick with the house brew (which is smooth and not too bitter yet not too sweet) since the fancy coffee drinks usually have many calories that I do not need!  I have tried the blueberry muffin-quite yummy as well as the chocolate chip cookies- delicious.  The cafe is attached to The Great Indoors so you can people watch, browse thru design books or take a leisurely stroll through the design center.  It's a great way to unwind or perk up on your choice of caffeinated beverage.",high
"Sacks is a different kind of sandwich shop. They have some crazy ingredients like varied sauces and mayos, fresh spinach, grilled peppers, and all sorts of other things you don't see at a typical deli. Then they serve it up on a baguette, wrap, or wheat bread for about $6. The specials are particularly diverse and change daily. On the other side of the coin, their website is horrible and occasionally we find some things missing or not quite right, but we chalk that up to charm and whimsy. (We get a weekly Sacks delivery.)

If you want a basic ham and cheese sandwich, you can get that here. If you want a sandwich like their Blue Bayou, which is spicy marinated chicken served with bacon, bleu cheese crumbles, cheddar jack, mushrooms, spinach, and chipotle mayo, all melted down, well, you can get that here too, but only on the days when it's a special. 

From their regular, artist-inspired menu, their Dali is an instant classic take on the egg salad: This one comes with lettuce, bacon, cream cheese, mayo, and tomato, on 12-grain bread. The Encore has prime steak, melted provolone, hot/mild/or mixed peppers, feta yogurt or marinara sauce, lettuce, tomato, and parmesan for $6.30. Seriously, give this place a shot and you won't be disappointed. 

Oh, and every sandwich comes with a lovely cookie. Brilliant.",high
"I love this restaurant!! I have been a fan of the Newport Beach location for years. Scottsdale definitely did not disappoint! The staff is friendly and knowledgeable. The drinks are fresh (worth the extra wait for the tasty Cucumber Jalapeño marg). And the food? Goes without saying, it's CRAVE worthy. This is a new location, so I expected the usual growing pains. But overall, a great dining experience. Welcome to the neighborhood, SOL Cocina!",high
"That darn Smokehouse burger is awesome. 5 stars. 

The smoked corn was a little Meh... it was oily like not butter oily... not a huge fan of the texture either. I like corn crunchy and it was not. 

Service was great. 

I did see an unmentionable bug running around near the back entrance towards the chicken rotisserie thing, but bugs have to eat too right? (still 5 stars lol)",high
"Came for a friend's birthday and really was not that impressed. First of all, it took us a while to find parking as this place only has street parking and a few spots in back. On Saturday if you are there before 7pm, all alcohol was 1/2 off and some appetizers were on special. We ate dinner there and the menu was very limited. The food was okay, but our burgers were over cooked. The service was slow and it took us a while to get our check. I'd go to hang out again and have a few drinks, but I wouldn't suggest making this your regular hang out.",high
"Excellent service and food.

Very clean.

Friendly folks.

Beautiful patio",high
"Absolutely horrendous.  This post office will lose your mail (repeatedly), laugh about it to your face, lie about it, blow it off, make it seem like it's your fault and make you wish you had sent it UPS.",low
"Hands down the best breakfast I've ever had, anywhere. It definitely feels like home cooked breakfast. I've never been to this place on the weekend when it isn't packed out the door. I'm not the only person that loves this place!",high
"Recently moved back to Mesa, I have been on the hunt for a place to get a good sandwich and fresh bread. This place now tops my list of places in the East Valley to get a good sandwich. My first sandwich was the Atlantic Haddock Provencal. A sandwich made with seared, lightly breaded haddock, sliced hard-boiled egg, fresh basil, romaine lettuce, tomato, Provencal tartar sauce on a grilled Brioche roll. The brioche was amazing. It was light and fluffy. The haddock was perfectly cooked with just the right amount of breading, and the vegetables were fresh and in perfect proportions as to not overpower the bread and haddock. Sometimes when you go to a sandwich shop they overload it with everything else that the meat and bread are just there to accessorize the vegetables and sauce. This was perfectly done. The atmosphere is pleasant and open with nice music as the light smell of fresh bread in the background salivates me. This is a must-visit lunch time destination. Dinner review shortly.",high
"Been there, done that.  Fair sandwiches (better than Safeway, anyway).  Only 2 stars since I didn't know about the free soft serve, so didn't get to try that.

There's gotta be a good New York-style deli west of the 17 and north of Thunderbird.  Isn't there?  Doesn't have to be great.  Good would be wonderful.",high
"Where to begin?

This is my favorite Mexican food establishment ever. I've been frequenting Carolina's for years and never once have I been disappointed. Some might compare it to Filiberto's or any of those [insert surname here]berto's but this is on a whole different level.

Atmosphere-wise it's one step above a sketchy hole-in-the-wall but the food makes up for everything the appearance of the place lacks. I don't know their secret but their beans, the tortillas, the salsa... it's all to die for. And IT'S. SO. CHEAP. Like, seriously, I'd dish out more money for this food but the fact that it really is that cheap is the icing on the cake. 

It's almost always busy but it's always worth the wait. Always.

If you haven't gone... you're missing out.",high
"Meh....decent Filibertos knockoff but the place feels like a major health hazard considering how new it is.

Just think Filibertos with less quality control and smaller portions.",high
This place is not there anymore.,low
Gaylee is great! She is super sweet and so professional! Her work is amazing. I found her through one of those online deals and now I am convinced that I will never go elsewhere. Keep up the great work!,high
"Where do I begin? I love Casey Moore's!

What a great ambiance! The outside patio is where it's at, with tons of seating and misters. Lots of beautiful decorations to stare at while you're waiting for friends to arrive, and the staff as well as fellow patrons are always very friendly.

When I feel like getting in touch with my hippie side I go to Casey Moores, because I can always expect to find someone outside painting a work of art, or photographing the wandering cats (yes, they have cats! they're well-fed and happy). 

It gets pretty busy after 5pm, but the good news is that if you arrive before 5 you can bring your pets and stay all night. I bring my dog in all the time, and she is always met with animal lovers who didn't know they could bring their pets.. so now you know!

The oysters are good, but if you're eating them out on the patio the heat kind of kills that deal for you. I had never tried oysters before going to Casey's but they are surprisingly tasty and comparatively better than other oyster houses.

If you're feeling pretty ballsy, go pee on the Blarney Stone! Every time I go there I wish I was a man so I could do it.",high
"I come here probably at least once a week. The prices are right, there's a good variety of ""ethnic"" food, the cashiers are quick and friendly, and they're just helpful. I locked myself out of my car when having a space-cadet moment and they let me use their phone to call AAA to bail me out. 

Fresh flowers + great selection of wine and cheese + all the essentials 

They deal is that they cut out the middle man to get great prices for quality products and they don't have sales because they always sell their products at the best price possible. =) GO TJ'S!",high
We went to The Farm today for lunch to enjoy a picnic on such an awesome beautiful day. I had the Tuscan sandwich and it was awesome. I had expected it to be good but was surprised at just how enjoyable it really was. I'm sure sitting outside in beautiful surroundings on a perfect day helped with the experience. This is the prefect place for lunch on a beautiful day. My date was equally impressed so I'm sure I will be back!,high
"Games- great.
Game prices- decent.
Food- Edible, but nothing to write home about.
Food prices- WAY too high for the quality.
Bar- Weird. The 1st bar Ive heard of that doesnt carry Baileys or some type of Irish cream liqueur.
Drinks- Meh, stick w/ beer.
Service- Also weird. Ive had the best service here when its crazy busy and the absolute worst when my friends and I are the only people to be waited on.

A good time, if youre going for games and basic drinks.",high
"Fun, with caps if I did that sort of thing. The whole experience was great (you won't get any specifics, this review is 3 weeks after, I can't remember, sorry). Service was by that waitress who does everything perfectly. Explain food, wine, doesn't stay too long. Nice interesting big room decor. Looking forward to the next time.",high
"Who dosen't like Cosco, I love this place. The pizza is cheap and good.",high
"I love this restaurant (even though it's a chain and I can hear my brother saying it's just a ""glorified Red Lobster""). 

I ordered the Crab and Lobster Bisque soup and am drooling thinking about how much I wish I could eat it right now. For my entree I ordered the Atlantic Salmon (stuffed with crab, shrimp, and brie cheese) which was unbelievably amazing. I also had some scalloped potatoes which was basically in the shape of a brick covered with cheesy goodness. I wanted to eat the apple pie for dessert because it looked so delicious, but could barely breathe after eating all that food. 

The service was outstanding, although the manager stopping by the table several times throughout dinner was annoying. 

I can't wait to come back here.",high
"I had not been to an Oregano's in like 10 years. They seems to be popping up all over here in AZ now so my buddy was in from out of town and he wanted to try, so why not.

I'll tell you ""Why NOT""... we has two thin crust pizzas... and I even hate to call them that. More like... crackers with melted cheese and some toppings.

That was some of the worst excuse for pizza I've ever had. Most of the fast-food delivery pizza I've had beats it -- and I do not like, at all, delivery pizza.

Maybe the pan pizza is better than the thin crust... god it could not be worse!

It only deserves one star for the good service... other than that is the another sub-par overpriced ""gourmet"" pizza joint.

If you want expensive, and good, pizza there are many good alternatives... Pizzeria Bianco, Grimaldi's, etc.",low
"Ate here months ago.  Was excited to finally find a Phoenix sushi venue, and one that also offered brown rice as a sub for sushi dishes (don't quote me on this however, since it has been many months and I may be recalling another venue).  

One item did impress me, and that was the complimentary appetizer that was comprised of tempura'd chips with perhaps a squid salad topping (?)  I should have just ordered another serving of this!  Instead, I tried an Ao Yasai (mixed gourmet greens with ginger) and a sushi roll w/ brown rice, the latter I thought was price-y considering the very small portion given.  I was so unimpressed by its unexciting flavors that I don't even recall what kind of roll I tried!  Pretty sad, I know.  

I told myself I wouldn't go back, but I would like to give Hana another try, perhaps for lunch and/or dinner with a group of friends and have apps and wine/sake!",high
"You may think this is a cop out... writing a review of Starbucks. It's like writing a review of water. (""It's wet, delicious and necessary to my survival!"") 

My aim is simple here though. This particular Starbucks location is an excellent place for people watching. Try hanging out there between the hours of 11am and 1pm on a Friday afternoon and tell me you aren't entertained by some of the patrons who go in and out of the doors. While attending school, I was taking a screenwriting class and given the arduous task of writing descriptions of about 35 random people. Where did I go to write every single one of them? Park Central Starbucks. 

The crew here is also super friendly every time I come in and they do their best to remember my name. It doesn't help that I tell them a different name every time. OK that's not true, but what a fun social experiment that would make.

The coffee... been there, done that and there's not much else I can say about it, but for the sport of people-watching, this a great place to hang out in the corner and just take it all in.",high
"nice location , good service but a little slow. been here twice so far and both times the food i would give 4 stars but both times they screwed up our orders and burger was cold, they did take off 20 percent for the issue and that was nice.. overall i enjoy the food and would go back.",high
"I've never eaten at this location; both times I've had it was to-go. The first time I had a pulled pork sandwich, and a side of the beans. The pork was extremely dry and tasteless without the sauce. The sauce I found was overly seasoned. And the beans had way too much pepper. 

The second time I had HB's was a work lunch that we had this delivered. Once again, the pork was completely dry, but not as dry as the pulled chicken, which my coworkers complained about. 

I prefer Hap's BBQ over this place for sure.",high
"Love me some hidden house! 

The music is too loud. The drinks too cheap. The clientele too local. But I've never had anything but a good time there. Whether it's karaoke or weird shit on the weekends you'll have fun if you don't expect it to be Merc, cuz Merc it ain't. And not for one moment in it's life has it pretended to be. But I love it for what it is and that's an experience.",high
"I really wanted to give this place 5 stars but.. well.. let me explain. 


I came in on a Friday around 5:15pm trying to catch an early dinner. I am glad I did as upon entering I noticed they close close @ 7:30pm. When I came in all the tables were empty but they all had ""reserved"" place cards on them. Later I realized that there was some sort of club or church organization that came in and took over the restaurant so I would recommend making a reservation. The owner was very nice and sat us at one of the reserved tables. Her husband the chief quickly realized we knew nothing about polish food and offered us a sample of dill sour pickle soup. yummmmmy. 

The restaurant itself is located in old town Glendale's Catlin court in a small quaint little house that gives you a more personal ambiance. The owners made us feel like we were literally dinner guest at their house which was not what I was expecting but a nice surprise. 

The food is best described as ""home cooking"". The soup was excellent and my favorite part of the meal but the rest tasted just as my parents would have made growing up at home and I'm not Polish. Put simply all the main ingredients of my dish tasted as though they could have been bought at Fry's and my mom cooked them. The kielbasa was good but nothing unique, sauerkraut was tasty, but the green beans were either overcooked, thawed from frozen, or from a can. I am by no means a Polish food expert and maybe this is exactly how they would make it in Poland? 

Overall if you don't feel like cooking, want to try something new, and are in the mood for Polish food I would try it out and see for yourself. As for me I did like the restaurant and their owners but I think I will only return for the soup in the future, which I would gladly give 5 stars.",high
"This is my first dinner stop anytime I'm in Scottsdale, and always makes me look good when I recommend it.

This time, the standouts were the ceviche, the crab queso, the lamb adobo, and the  Cadillac marg.  Tablemates had other dishes they raved about.

Noteworthy notes:

I've not yet sat on the patio, but I can't explain why.  It looks awesome.

The margaritas are sufficiently stiff.  They're not my preferred carburetor cleaning strength, but neither are they simply jazzed-up lemonade or those super-acidic-1.0 pH version you get some places.

The service was a little lax this time, less attentive than before, and that's the only reason I'm not giving LS a 5 this time.

If you're after Mexican when in Scottsdale, this is the first place to point your ride.",high
"Yes, the view is wonderful. Absolutely. 

Sadly, my table was near the entrance, limiting my ability to enjoy said view. Also, we are still in the summer months, so I was confused that there was a fire raging outside at night. 

The decor is wonderful, dark with different tones and moods. We arrived in the early evening, so I was surprised to see how dark the room would eventually become. I didn't find the table and its decor that exciting, but it will give it a pass. Not everything has to be practical art.

Our party consisted of five and we were certainly treated to a good sampling of what this place had to offer. Half of the party ordered off of the set price menu. This included a three course meal for something like fifty dollars. It may have even been less than that, but I'm not sure. This menu had an array of choices and wasn't limited to chicken or pork. 

I was impressed with the portions and the quality. The salads were crisp and the dressing wasn't overpowering, more of an accent, the way it should be. The meat was tender and flavorful; our table ordered the NY, Ribeye and Salmon. I do agree with others who said that the sides were a little small, but I do think they were worth the price. I know for sure the cream of corn was, as it was treated with green chili and a bit of spice. 

The desert was alright. Not a great deal of variety. The textures were spot on, but the temperatures seems a bit off. If a dish was intended to be served warm, it was slightly too cold, etc.

The service was bad. Probably the worst service I've had at any restaurant. Our server left items off of the tab, forcing her to return and run the debit card three separate times. I am okay with someone making a mistake, but it should not take two attempts to correct. Also, my wife and I ordered Mojitos. They were very average. No sugar, which I assumed was standard fare for Mojiots, and amount of mint was rather low. I understand that drinks are open to a bartender's whim, so I won't dwell on this fact.

Valet had a bit of trouble with our car and keys, which was annoying.

Overall, I enjoyed my experience, food and atmosphere alike. However, the service did bring me down a bit.",low
"My first visit was roughly two weeks ago when I got a Mediterranean pizza over lunch.  Service was friendly and prompt and the whole meal cost ~$4.

Today, I stood around waiting for help for about 5 minutes without anyone so much as saying 'hi.'  One employee looked at me several times but ultimately went back to stocking shelves each time.  I could see people in the back and the general manager talking on his cell phone.  I decided to ultimately leave rather than waste any more time.  Disappointing at best.",low
"What a fabulous dining experience! My boyfriend and I are always looking for new places to try and came upon this place on Yelp when our regular Saturday spot decided to no longer be opened for lunch Saturdays. Right upon entering we were greeted by someone behind the register and he sat us down at a booth. The decor was great and the place was spotless. We ordered the Saturday special of Monte Cristo, the potatoes and the biscuits and gravy among other items. The Monte Cristo was perfection and the home made blueberry and strawberry jam was excellent! The potatoes were seasoned to perfection and eggs cooked perfectly. I would definitely recommend this place to anyone and this is now going to be our regular weekend breakfast/brunch place.",high
"Ugh...I had never been to a Waffle House, but my southern friends who frequent them a lot back home convinced me to try it out for a late night creep.  The food is just sub par and sits hard in your belly.  All I ordered was waffles and I wasn't impressed.  I do appreciate that they are open late, so I wont' ""throw the baby out with the bathwater"".  The cocoa was cool and the server was cute, sweet and attentive.  Fortunately for me, my taste buds are already spoiled with The Good Egg.  I'm so sorry I cheated on you baby!",high
"This place is wonderful! The service is amazing and food is delicious. 

I especially enjoyed the Clams Oreganato appetizer.  

The Eggplant Parm lunch special came with pasta and choice of soup or salad.  What a great deal!",high
"Probably the most overrated place in the Phoenix area. There pizza tastes way too much like their canned tomato sauce and there is always a wait to be seated. 

That being said there food overall is OK. There meat salad and cal-zones are good and the servers are friendly. For all the people out there giving it more than 3 stars: try other pizza places like spinatos, la grande Orange, pizzeria Bianca.",high
"Went here today Sunday about 8:50 and it was crowded but not to bad, about 1/2 hour wait. Im warning you now, dont ask how much longer after you put your name in if they told you how long when you checked in. 

About 10am is when it really got packed, just about when we got done. I ordered the chicken and waffles and i really liked it. I asked for some butter for my waffle because it didnt come with any and it made the dish perfect for me. The chicken had great flavor and when you take a bite with the waffle and butter and the syrup, heaven. I tried some bites without the butter and it wasnt even close to be the same for me. 
My grandma got some omellete and she gave me some because she knew she wouldnt finish it and i would order that also. The omelletes are pretty good size but my wifes dish, my sons and mine where not that much food especially for $9. We are use to getting enough food for 2 when you eat at breakfast places and slighty cheaper. Not complaining because it was good but be ready. 
There was 2 guys sitting next to use and trying to eat there 30 minute food challange. big ass egg plate with bacon and hash browns, they both only made thru about halfway.  I would definilty go back and get the same stuff. I also got a lemonade with mint and it was just right. My son really didnt like his reese's pancakes.
Id like to go back and try some of this stuff ham steak w/ gravy, chicken fried steak w/ hashbrowns, bannana pecan caramel french toast",high
"OK, I've decided that other coffee shops sell swill. I think about Dazbog coffee in a dreamy sort of way, like unstressed people think about sex. I mourn often that they open so damn late in the morning. Seriously, I would be there every day... 

The chocolate cappuccino rocks my world and perks me right the hell up, even on the mushiest afternoon. No bitterness, not overly sweet, just blissful- in an I've-just-been-bitch-slapped-by-caffeine sort of way, of course. 

Oh, and the sandwiches I complained about? Replaced by real deli looking ones in clam-shells. Far more appetizing. But what the hell do I need a sandwich for when I can have a giant red velvet cupcake? 

Don't make me break out the voodoo, Dazbog. Just open at 6:00 am like any other coffee shop and we'll be BFFs.",high
"I am at work today, talking to my co-worker, letting her know that I was going to Taco Bell for lunch.  She looked at me disappointed, and said ""I never want to hear that you are gaining weight again...stop eating that!""  She then told me about Sacks....I decided that I would give it a shot. (not that is was any healthier....)
I wasn't real impressed with the layout of the place, even where it was located.  It was getting busy when I walked in...and had no idea what to order.  I ended up with the Van Gogh, which was roast beef, dill, alfalfa sprouts, cheese and I subsituted the marble rye for a tomato basil bread.  The girl at the counter was really sweet and helpful at helping me pick out what I wanted.  
My sandwich was really good, and it wasn't just a normal sandwich.  I also liked the little cookie that they snuck into my bag.  And the fact that they have Stewart's root beer was a nice bonus.
The only thing that I could say that was negative is that I left there still smelling the kitchen on my coat.  And it wasn't pleasant.",high
"Thank you, Mobile Yelp App!  Without you, I would have been stuck in Phoenix with no idea of where to find Thai food for lunch that was near a Light Rail station in Tempe!

I arrived at Thai Rama about 11:15 AM.  On entering, there was no indication of waiting to be served and no one visible from the staff, so I selected a table and sat down.  My waitress came to the table and asked if I would be more comfortable at a 2-seat table instead of the 4-seat table I had selected.  Since there were about 25 available tables of various size, I declined and told her I was comfortable where I sat.  There were 3 other tables active in the restaurant, so I did not anticipate the restaurant needing my 4-top before I was done.

The waitress set the lunch specials menu on the table and went to get a glass of water.  The lunch specials menu had 10 options available, but no Som Tom.  I asked the waitress if Som Tom was available and she answered that she did not know what Som Tom was.  She reached for a full menu as I explained that Som Tom is green papaya salad.  She handed me the menu and directed me to the third page for salads.  There, first on the list, Som Tom.

I ordered Som Tom, the yardstick by which I measure every Thai restaurant, 10 spicy (5 makes my nose run, 8 makes my forehead sweat and 10 brings tears to my eyes), leaving off the green beans and shrimp, and jasmine rice.  Waitress asked if I wanted anything else to drink, but I said I would stick with water.

Ambience here is pretty plain...and the paper napkins are not of the highest quality.  The decor reminded me of a formula-type restaurant like an Applebees or Chili's...with a hispanic flair.  I observed the chef as he came out of the kitchen and made a loop around the dining room.  As he walked by, I asked in Thai how he was doing.  He stopped and replied that the day was starting off slow, but that it would be busy soon enough.  Then, he continued back on to the kitchen after wishing me a good day.

About 5 minutes later, my papaya salad was brought to the table.  Portion size was nice, about 2 1/4 cups.  I took a taste and evaluated a 5 spicy.  When the waitress came to ask if I needed anything, I asked for more chili and lime.  She returned quickly with red chili pepper and sliced lime.  I doctored up the order and fell to with a gusto.  For the price, adequate.  

Jasmine rice was about a cup, and not too sticky.  The waitress was good about keeping my water glass full...and in Phoenix, that is important!

On completing my lunch, I sat and waited for the waitress to bring my bill.  I saw no one for about 10 minutes, then the chef came out of the kitchen and made another round of the dining room.  He asked me (in English) if I enjoyed my salad.  I answered in Thai that it was not spicy enough, and I was surprised he was using red chili instead of Thai chili.  He chuckled and replied that Thai chili was a little more expensive.  I asked for my check and he said he would send the waitress out.

For the convenience, outstanding!  For the next experience, I will be sure the chef sees me before I place my order.  For the wait on the bill, a little too long.",high
Great service,high
"My favorite Starbucks in Mesa. It's not even the closest one to my home, but worth the experience. GREAT staff.",high
